Year,Header,Source,URL
2040,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2040,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2040,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2040,вымирание | STENA.ee,www.stena.ee/taxonomy/term/775/0,http://www.stena.ee/taxonomy/term/775/0
2040,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2040,10 вымерших видов животных по вине человека | Только Факты!,t-fakt.ru/.../,http://t-fakt.ru/10-vyimershih-vidov-zhivotnyih-po-vine-cheloveka
2040,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2040,"10 животных, благодаря вымиранию которых мы всё ещё живы",thehz.ru/.../,http://thehz.ru/interes/10-zhivotnyx-blagodarya-vymiraniyu-kotoryx-my-vsyo-eshhyo-zhivy
2040,Вымирание арктических животных | Зверьки,zverki.org/.../16/vymiranie-arkticheskih-zhivotnyh,http://zverki.org/2010/09/16/vymiranie-arkticheskih-zhivotnyh/
2015,"Животные, вымершие после 1500 года — Википедия",ru.wikipedia.org/.../,"https://ru.wikipedia.org/wiki/%D0%96%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D0%B5,_%D0%B2%D1%8B%D0%BC%D0%B5%D1%80%D1%88%D0%B8%D0%B5_%D0%BF%D0%BE%D1%81%D0%BB%D0%B5_1500_%D0%B3%D0%BE%D0%B4%D0%B0"
2015,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2015,Недавно вымершие животные смотреть видео прикол - 10:02,ochepyatki.ru/view_video.php?viewkey=5695665,http://ochepyatki.ru/view_video.php?viewkey=5695665
2015,Вымирание / Extinction (2015),cinemaxx.ru/4/31712-vymiranie-extinction-2015.html,http://cinemaxx.ru/4/31712-vymiranie-extinction-2015.html
2015,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2015,Гонка на вымирание (2015) смотреть онлайн бесплатно в hd...,kinozz.net/2694-gonka-na-vymiranie.html,http://kinozz.net/2694-gonka-na-vymiranie.html
2015,вымирание | STENA.ee,www.stena.ee/taxonomy/term/775/0,http://www.stena.ee/taxonomy/term/775/0
2015,"10 видов животных, которым в России грозит вымирание | Форум",allfriends.mybb.ru/viewtopic.php?id=2057,http://allfriends.mybb.ru/viewtopic.php?id=2057
2015,Армагеддон животных : Триасовое вымирание | Видео...,portall.zp.ua/?...,http://portall.zp.ua/?c=video&q=%D0%90%D1%80%D0%BC%D0%B0%D0%B3%D0%B5%D0%B4%D0%B4%D0%BE%D0%BD%20%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85%20%3A%20%D0%A2%D1%80%D0%B8%D0%B0%D1%81%D0%BE%D0%B2%D0%BE%D0%B5%20%D0%B2%D1%8B%D0%BC%D0%B8%D1%80%D0%B0%D0%BD%D0%B8%D0%B5
2015,Гонка на вымирание (2015) смотреть онлайн бесплатно,kinoklad.net/4597-gonka-na-vymiranie-2015.html,http://kinoklad.net/4597-gonka-na-vymiranie-2015.html
2016,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2016,"Древние животные: 10 вымерших зверей, которые ""спасли""...",tech.obozrevatel.com/.../70453-top-1...iraniya.htm,http://tech.obozrevatel.com/science/70453-top-10-drevnih-zhivotnyih-kotoryie-spasli-cheloveka-ot-vyimiraniya.htm
2016,Массовое вымирание: ...новость о скорой гибели животных...,rrnews.ru/articles/u5565/2015/06/20/121333,http://rrnews.ru/articles/u5565/2015/06/20/121333
2016,Вымирающие виды — Википедия,ru.wikipedia.org/wiki/Вымирающие_виды,https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D0%BC%D0%B8%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5_%D0%B2%D0%B8%D0%B4%D1%8B
2016,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2016,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2016,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2016,Вымершие животные,web-zoopark.ru/vymershie_zhivotnye,http://web-zoopark.ru/vymershie_zhivotnye/
2016,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2016,Лев Сесил и проекции других 160 видов вымирающих животных...,travelask.ru/.../,http://travelask.ru/blog/posts/1588-lev-sesil-i-proektsii-drugih-160-vidov-vymirayuschih-zhivotnyh-na-empayr-steyt-bilding
2017,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2017,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2017,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2017,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2017,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2017,вымирание | STENA.ee,www.stena.ee/taxonomy/term/775/0,http://www.stena.ee/taxonomy/term/775/0
2017,10 вымерших видов животных по вине человека | Только Факты!,t-fakt.ru/.../,http://t-fakt.ru/10-vyimershih-vidov-zhivotnyih-po-vine-cheloveka
2017,"Млекопитающие: Вымершее животное, с которым очень часто...",www.zooeco.com/0-ginnesa-isch.html,http://www.zooeco.com/0-ginnesa-isch.html
2017,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1347446920.html,http://www.rinpro.ru/news/post_1347446920.html
2017,"вымершие животные, сходное... - Школьные Знания.com",znanija.com/task/6635414,http://znanija.com/task/6635414
2018,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2018,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2018,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2018,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2018,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2018,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2018,10 вымерших видов животных по вине человека | Только Факты!,t-fakt.ru/.../,http://t-fakt.ru/10-vyimershih-vidov-zhivotnyih-po-vine-cheloveka
2018,"Млекопитающие: Вымершее животное, с которым очень часто...",www.zooeco.com/0-ginnesa-isch.html,http://www.zooeco.com/0-ginnesa-isch.html
2018,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1347446920.html,http://www.rinpro.ru/news/post_1347446920.html
2018,"вымершие животные, сходное... - Школьные Знания.com",znanija.com/task/6635414,http://znanija.com/task/6635414
2019,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2019,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2019,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2019,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2019,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2019,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2019,10 вымерших видов животных по вине человека | Только Факты!,t-fakt.ru/.../,http://t-fakt.ru/10-vyimershih-vidov-zhivotnyih-po-vine-cheloveka
2019,"Млекопитающие: Вымершее животное, с которым очень часто...",www.zooeco.com/0-ginnesa-isch.html,http://www.zooeco.com/0-ginnesa-isch.html
2019,"вымершие животные, сходное... - Школьные Знания.com",znanija.com/task/6635414,http://znanija.com/task/6635414
2019,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1347446920.html,http://www.rinpro.ru/news/post_1347446920.html
2020,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2020,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2020,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2020,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1348378703.html,http://www.rinpro.ru/news/post_1348378703.html
2020,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2020,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2020,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2020,"10 видов животных, которым в России грозит вымирание | Форум",allfriends.mybb.ru/viewtopic.php?id=2057,http://allfriends.mybb.ru/viewtopic.php?id=2057
2020,"Млекопитающие: Вымершее животное, с которым очень часто...",www.zooeco.com/0-ginnesa-isch.html,http://www.zooeco.com/0-ginnesa-isch.html
2020,вымирание | STENA.ee,www.stena.ee/taxonomy/term/775/0,http://www.stena.ee/taxonomy/term/775/0
2021,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2021,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2021,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2021,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2021,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2021,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1347446920.html,http://www.rinpro.ru/news/post_1347446920.html
2021,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2021,10 вымерших видов животных по вине человека | Только Факты!,t-fakt.ru/.../,http://t-fakt.ru/10-vyimershih-vidov-zhivotnyih-po-vine-cheloveka
2021,"Млекопитающие: Вымершее животное, с которым очень часто...",www.zooeco.com/0-ginnesa-isch.html,http://www.zooeco.com/0-ginnesa-isch.html
2021,Проблемы вымирания диких животных и растений,dikiymir.ru/.../260-vimiranie-zhivotnix.html,http://dikiymir.ru/catalog-statei/raznoe/260-vimiranie-zhivotnix.html
2022,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2022,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2022,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2022,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2022,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2022,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1347446920.html,http://www.rinpro.ru/news/post_1347446920.html
2022,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2022,"Млекопитающие: Вымершее животное, с которым очень часто...",www.zooeco.com/0-ginnesa-isch.html,http://www.zooeco.com/0-ginnesa-isch.html
2022,10 вымерших видов животных по вине человека | Только Факты!,t-fakt.ru/.../,http://t-fakt.ru/10-vyimershih-vidov-zhivotnyih-po-vine-cheloveka
2022,Проблемы вымирания диких животных и растений,dikiymir.ru/.../260-vimiranie-zhivotnix.html,http://dikiymir.ru/catalog-statei/raznoe/260-vimiranie-zhivotnix.html
2023,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2023,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2023,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2023,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2023,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2023,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2023,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1347446920.html,http://www.rinpro.ru/news/post_1347446920.html
2023,"Млекопитающие: Вымершее животное, с которым очень часто...",www.zooeco.com/0-ginnesa-isch.html,http://www.zooeco.com/0-ginnesa-isch.html
2023,"вымершие животные, сходное... - Школьные Знания.com",znanija.com/task/6635414,http://znanija.com/task/6635414
2023,Десятка вымирающих животных - ZooPicture.ru,www.ZooPicture.ru/10-vymirayushhix-zhivotnyx,http://www.ZooPicture.ru/10-vymirayushhix-zhivotnyx
2024,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2024,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2024,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2024,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2024,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2024,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1347446920.html,http://www.rinpro.ru/news/post_1347446920.html
2024,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2024,"Млекопитающие: Вымершее животное, с которым очень часто...",www.zooeco.com/0-ginnesa-isch.html,http://www.zooeco.com/0-ginnesa-isch.html
2024,Проблемы вымирания диких животных и растений,dikiymir.ru/.../260-vimiranie-zhivotnix.html,http://dikiymir.ru/catalog-statei/raznoe/260-vimiranie-zhivotnix.html
2024,Вымирание арктических животных | Зверьки,zverki.org/.../16/vymiranie-arkticheskih-zhivotnyh,http://zverki.org/2010/09/16/vymiranie-arkticheskih-zhivotnyh/
2025,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2025,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2025,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2025,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2025,вымирание | STENA.ee,www.stena.ee/taxonomy/term/775/0,http://www.stena.ee/taxonomy/term/775/0
2025,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2025,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2025,"Млекопитающие: Вымершее животное, с которым очень часто...",www.zooeco.com/0-ginnesa-isch.html,http://www.zooeco.com/0-ginnesa-isch.html
2025,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1347446920.html,http://www.rinpro.ru/news/post_1347446920.html
2025,Десятка вымирающих животных - ZooPicture.ru,www.ZooPicture.ru/10-vymirayushhix-zhivotnyx,http://www.ZooPicture.ru/10-vymirayushhix-zhivotnyx
2026,"25 видов животных, находящихся на грани вымирания | Terramia",terramia.ru/.../,http://terramia.ru/chelovek-i-priroda/25-vidov-zhivotnyh-nahodyashhihsya-na-grani-vymiraniya/
2026,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2026,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2026,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2026,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2026,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1348378703.html,http://www.rinpro.ru/news/post_1348378703.html
2026,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2026,Вымирание арктических животных | Зверьки,zverki.org/.../16/vymiranie-arkticheskih-zhivotnyh,http://zverki.org/2010/09/16/vymiranie-arkticheskih-zhivotnyh/
2026,вымирание | STENA.ee,www.stena.ee/taxonomy/term/775/0,http://www.stena.ee/taxonomy/term/775/0
2026,Проблемы вымирания диких животных и растений,dikiymir.ru/.../260-vimiranie-zhivotnix.html,http://dikiymir.ru/catalog-statei/raznoe/260-vimiranie-zhivotnix.html
2027,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2027,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2027,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2027,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2027,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
2027,Вымирание арктических животных | Зверьки,zverki.org/.../16/vymiranie-arkticheskih-zhivotnyh,http://zverki.org/2010/09/16/vymiranie-arkticheskih-zhivotnyh/
2027,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1348378703.html,http://www.rinpro.ru/news/post_1348378703.html
2027,Пять самых массовых вымираний животных - Интересная наука....,science-interest.ru/.../pyat-samyh-...votnoih.html,http://science-interest.ru/article/planeta/pyat-samyh-massovih-vymiraniy-zhivotnoih.html
2027,"Ответы@Mail.Ru: сколько примерно животных вымерло? Ну, например 1000 или более1000 и т.д.",otvet.mail.ru/question/73573617,https://otvet.mail.ru/question/73573617
2027,Проблемы вымирания диких животных и растений,dikiymir.ru/.../260-vimiranie-zhivotnix.html,http://dikiymir.ru/catalog-statei/raznoe/260-vimiranie-zhivotnix.html
2028,Вымирающие виды | Животный мир,faunazoo.ru/zoo/vymirayushhie-vidy,http://faunazoo.ru/zoo/vymirayushhie-vidy
2028,Вымирание животных,www.zoodrug.ru/topic3457.html,http://www.zoodrug.ru/topic3457.html
2028,Вымершие виды животных,art-assorty.ru/136-vymershie-vidy-zhivotnyh.html,http://art-assorty.ru/136-vymershie-vidy-zhivotnyh.html
2028,"А вот и 10животных, которых мы благодарим за их вымирание.",www.myplanet-ua.com/.../,http://www.myplanet-ua.com/10-%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D1%85-%D0%BC%D1%8B-%D0%B1%D0%BB%D0%B0%D0%B3%D0%BE%D0%B4%D0%B0%D1%80%D0%B8%D0%BC-%D0%B7%D0%B0-%D0%B8%D1%85/
2028,Проблемы вымирания диких животных и растений,dikiymir.ru/.../260-vimiranie-zhivotnix.html,http://dikiymir.ru/catalog-statei/raznoe/260-vimiranie-zhivotnix.html
2028,Вымирание арктических животных | Зверьки,zverki.org/.../16/vymiranie-arkticheskih-zhivotnyh,http://zverki.org/2010/09/16/vymiranie-arkticheskih-zhivotnyh/
2028,Вымирание животных - это нормально?,www.rinpro.ru/news/post_1348378703.html,http://www.rinpro.ru/news/post_1348378703.html
2028,Вымирание животных - Презентация 12415-21,900igr.net/.../021-vymiranie-zhivotnykh.html,http://900igr.net/prezentatsii/ekologija/globalnye-problemy-sovremennogo-mira/021-vymiranie-zhivotnykh.html
